"  長巷
,,,,,,,,,,,,,,20 年,20 年,20 年,20 年,,,,,,,,,,,20 年,20 年,,2020 / 03,2020 / 03,,,,
,,,,,,,,,,,,,,2020 / 03 / 16,2020 / 03 / 16,2020 / 03 / 16,2020 / 03 / 16,,,,,,,,,,,2020 / 02 / 20,2020 / 03 / 16,,5 年,5 年,,,,
,# 430,"金門斜板
Golden Gate Slab",5.8,運攀 | Sport,14 m,,,,●●●,316-TW,316-TW,316-TW,316-TW,,,,,,,,,,,,,,,316-TW,316-TW,,梅隆鎖-316,垂降環-316,6,已拉測,2018 / 03 / 31 (週六),"316-TW 安裝日期待查 (預設為1月1日)
–
2017/06/10 - B02-B04 合格 - 測試人員待查 (來源：Climbio)
2018/03/31 - B01-04 合格 - 8kN / 1 min / ×5次 (測試人員：阿郎、阿寶、小虎、嘉航、金龍、Jamy、秋玫、美菁、老爹)"
,,,,,,,,,,2005,2005,2005,2005,,,,,,,,,,,,,,,2005,2005,,數量 x4 ,數量 x2 ,,,,
,,,,,,,,,,20 年,20 年,20 年,20 年,,,,,,,,,,,,,,,20 年,20 年,,2020 / 12 / 26,2020 / 12 / 26,,,,
,,,,,,,,,,,2017 / 06 / 10,2017 / 06 / 10,2017 / 06 / 10,,,,,,,,,,,,,,,,,,4 年,4 年,,,,
,,,,,,,,,,2018 / 03 / 31,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 431,"金門天花板
Golden Gate Roof",5.12b,運攀 | Sport,28 m,,,,●●●,Ti-TW,316-TW,316-TW,316-TW,316-TW,,,,,,,,,,,,,,316-TW,316-TW,,,,7,已更新,2018 / 03 / 31 (週六),"316-TW 安裝日期待查 (預設為1月1日)
由阿郎於天花板起攀處新增 B01"
,,,,,,,,,,2018 / 03 / 31,2005,2005,2005,2005,,,,,,,,,,,,,,2005,2005,,,,,,,
,,,,,,,,,,7 年,20 年,20 年,20 年,20 年,,,,,,,,,,,,,,20 年,20 年,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"長巷
Long Lane",# 432,"限制級
Rated R",5.12b,運攀 | Sport,,"劉乃勳
Nai-Shun Liu",,,●●●,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,316-TW,Ti-ETN,316-TW,,,,,,,,Ti-ETN,316-TW,,梅隆鎖-316,垂降環-316,13,已拉測,2018 / 12 / 15 (週六),"2024/08/31 – anchor 加裝梅隆鎖 + 鋼環 2 組 (游健郎)
2014/07/19 - B10、A01 更新為 Ti-ETN (章醫師等人)
–
B01-03 合格 - 8kN / 1 min / ×5次 (老爹、小魏、Sam)"
,,,,,,,,,,2005 / 07 / 03,2005 / 07 / 03,2005 / 07 / 03,2005 / 07 / 03,2005 / 07 / 03,2005 / 07 / 03,2005 / 07 / 03,2005 / 07 / 03,2005 / 07 / 03,2014 / 07 / 19,2005 / 07 / 03,,,,,,,,2014 / 07 / 19,2005 / 07 / 03,,數量 x2 ,數量 x2 ,,,,
,,,,,,,,,,20 年,20 年,20 年,20 年,20 年,20 年,20 年,20 年,20 年,11 年,20 年,,,,,,,,11 年,20 年,,2024 / 08 / 31,2024 / 08 / 31,,,,
,,,,,,,,,,2018 / 12 / 15,2018 / 12 / 15,2018 / 12 / 15,,,,,,,,,,,,,,,,,,,1 年,1 年,,,,
,# 433,"輔導級
Rated PG",5.12a,運攀 | Sport,,"外國岩友 (傳統攀登)
Foreign Climber (Trad)",1991,與 <限制級> 共⽤ Anchor,●●●,共用,共用,共用,共用,共用,共用,共用,共用,共用,共用,共用,,,,,,,,共用,共用,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
