"  校門口
,# 556,"迎風面右
Seaface Right",5.7,傳攀 | Trad,24 m,,,與 <樓梯> 共用Top Anchor,●●●,,,,,,,,,,,,,,,,,,,316-TW,316-TW,梅隆鎖-316,垂降環-316,2,已拉測,2020 / 11 / 20 (週五),"[Pulltest]20201120全線測試,bolt已清點(阿明 小虎)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,2011,數量 x2 ,數量 x2 ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 年,14 年,2020 / 03 / 01,2020 / 03 / 01,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 / 11 / 20,2020 / 11 / 20,5 年,5 年,,,,
,# 557,"迎風裂隙
Seacrack",5.7,傳攀 | Trad,24 m,,,,●●●,,,,,,,,,,,,,,,,,,,316-TW,316-TW,梅隆鎖-316,垂降環-316,2,已拉測,2020 / 11 / 20 (週五),"[Pulltest]20201120全線測試,bolt已清點(阿明 小虎)
2016 Anchor Bolt安裝日期待查 (預設為1月1日)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,待查,待查,數量 x2 ,數量 x2 ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 / 03 / 01,2020 / 03 / 01,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 / 11 / 20,2020 / 11 / 20,5 年,5 年,,,,
"門簷
Apprentice
Rock",# 558,"痛痛
Tong Tong",5.8,上方架繩 | Toprope,7 m,Jean-Marc Troussier,,可步行至頂端架設 Anchor,●●●,,,,,,,,,,,,,,,,,,,無 Anchor,無 Anchor,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 559,"走壁
Tzuo Bi",5.11b,上方架繩 | Toprope,8 m,Jean-Marc Troussier,,"可步行至頂端架設 Anchor
書中路線圖繪製有誤",●●●,,,,,,,,,,,,,,,,,,,無 Anchor,無 Anchor,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 560,"飛簷
Fei Yan",5.11b,上方架繩 | Toprope,8 m,,,"可步行至頂端架設 Anchor
書中路線圖繪製有誤",●●●,,,,,,,,,,,,,,,,,,,無 Anchor,無 Anchor,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 561,"擠不擠由你
Choose Your Size",5.8,傳攀 | Trad,9 m,,,可步行至頂端架設 Anchor,●●●,,,,,,,,,,,,,,,,,,,無 Anchor,無 Anchor,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 562,"小洞洞
Baby Crack",5.6,傳攀 | Trad,9 m,,,可步行至頂端架設 Anchor,●●●,,,,,,,,,,,,,,,,,,,無 Anchor,無 Anchor,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 563,"小小洞洞
Small Baby Crack",5.4,傳攀 | Trad,9 m,,,可步行至頂端架設 Anchor,●●●,,,,,,,,,,,,,,,,,,,無 Anchor,無 Anchor,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 564,"末代皇帝
Last Emperor",5.11c,傳攀 | Trad,8 m,"吳彥儀
Yen-Yi Wu",,可步行至頂端架設 Anchor,●●●,,,,,,,,,,,,,,,,,,,無 Anchor,無 Anchor,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"騙人的牆
Illusion Wall",# 565,"第一外角
First Corner",5.12a,運攀 | Sport,24 m,"張登榮
Deng-Jung Chang",,建議佩戴岩盔，確保者提高警覺,●●●,Ti-TW,316-TW,316-TW,Ti-TW,Ti-TW,Ti-TW,Ti-TW,Ti-TW,Ti-TW,Ti-TW,Ti-TW,,,,,,,,Ti-U,Ti-U,,,13,待拉測,,2006 Bolt安裝日期待查；Anchor 安裝日期待查 (預設皆為1月1日)
,,,,,,,,,,2017 / 04 / 15,2006,2006,2017 / 04 / 15,2017 / 04 / 15,2017 / 04 / 15,2017 / 04 / 15,2017 / 04 / 15,2017 / 04 / 15,2017 / 04 / 15,2017 / 04 / 15,,,,,,,,2016,2016,,,,,,
,,,,,,,,,,8 年,19 年,19 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,8 年,,,,,,,,9 年,9 年,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 566,"代溝
Above the Groove",5.11a,運攀 | Sport,,,,與 <第一外角> 共用Top Anchor,●●●,316-TW,316-TW,共用,共用,共用,,,,,,,,,,,,,,共用,共用,,,2,已拉測,2018 / 10 / 27 (週六),"Bolt安裝日期待查 (預設為1月1日)
–
B01、B02 合格 - 8 kN / 1 min / ×5次 (測試人員待查)"
,,,,,,,,,,2006,2006,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,19 年,19 年,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2016 / 05 / 07,2016 / 05 / 07,,,,,,,,,,,,,,,,,,,,,,,,
,# 567,"最後難關
Final Crux",5.12a,運攀 | Sport,,"周俊明
Jun-Min Jou",,,●●●,316-TW,316-TW,316-TW,316-TW,316-TW,,,,,,,,,,,,,,316-TW,316-TW,梅隆鎖-316,垂降環-316,7,已拉測,2019 / 12 / 12 (週四),"Bolt安裝日期待查 (預設為1月1日)
–
2018/10/27 - B01 合格 - 8 kN / 1 min / ×5次 (老爹、小嵐、小魏)
2019/12/12 - A01、A02、B05、B04 合格 - / 8kN / 1 min / ×5次 (Maurice、Jam)"
,,,,,,,,,,2006,2006,2006,2006,2006,,,,,,,,,,,,,,2006,2006,數量 x2 ,數量 x2 ,,,,
,,,,,,,,,,19 年,19 年,19 年,19 年,19 年,,,,,,,,,,,,,,19 年,19 年,2020 / 12 / 27,2020 / 12 / 27,,,,
,,,,,,,,,,2018 / 10 / 27,,,,,,,,,,,,,,,,,,,,4 年,4 年,,,,
,,,,,,,,,,,,,2019 / 12 / 12,2019 / 12 / 12,,,,,,,,,,,,,,2019 / 12 / 12,2019 / 12 / 12,,,,,,
,# 568,"細縫
Thinset",5.11b,傳攀 | Trad,,,,與 <Z字> 共用Top Anchor,●●●,,,,,,,,,,,,,,,,,,,共用,共用,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,# 569,"Z字
Stone Z",5.11a,運攀 | Sport,,"王大濟
Ta-Chi Wang",,,●●●,316-TW,316-TW,316-TW,316-TW,,,,,,,,,,,,,,,316-TW,316-TW,梅隆鎖-316,垂降環-316,6,已拉測,2019 / 12 / 12 (週四),"Bolt安裝日期待查 (預設為1月1日)
–
2017/06/10 - B01 合格 - / 8kN / 1 min / ×5次 (測試者待確認)
2019/12/12 - 全線合格 - / 8kN / 1 min / ×5次 (Maurice、Jam)"
,,,,,,,,,,2006,2006,2006,2006,,,,,,,,,,,,,,,2006,2006,1900/1,1900/1,,,,
,,,,,,,,,,19 年,19 年,19 年,19 年,,,,,,,,,,,,,,,19 年,19 年,44192,44192,,,,
,,,,,,,,,,2017 / 06 / 10,2017 / 06 / 10,2017 / 06 / 10,2017 / 06 / 10,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,2019 / 12 / 12,2019 / 12 / 12,2019 / 12 / 12,2019 / 12 / 12,,,,,,,,,,,,,,,2019 / 12 / 12,2019 / 12 / 12,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,待新增鋼環,0處,,,,
,統計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,304-FX,304 - Fixe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,304-PC,304 - Petzl - Collinox,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,304-PB,304 - Petzl - Batinox,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,304-P38,304 - Petzl - Long Life,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,304-AA,304 - AustriAlpin,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,304-EXP,304 - Expension,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,316-FX,316 - Fixe,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,316-TW,316 - 台製,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ti-ETN,Ti - Titan Climbing - Eterna,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ti-U,Ti - Titan Climbing - U形,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ti-TTG,Ti - Ushba - Tortuga,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ti-TW,Ti - 台製,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,304 Bolt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,316 Bolt,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Titanium Bolt,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,運攀,24,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,傳攀,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,上方架繩,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,抱石,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,未收錄,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,私設,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
